order_number,quantity_ordered,price_each,order_line_number,sales,order_date,status,qtr_id,month_id,year_id,product_line,msrp,product_code,customer_name,phone,addresss_line1,addresss_line2,city,state,postal_code,country,territory,contact_last_name,contact_first_name,deal_size,week_day,month
10293,21,100,2,2941.8899999999999,2004-09-09,Shipped,3,9,2004,Ships,122,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Thursday,September
10306,29,100,7,3207.4000000000001,2004-10-14,Shipped,4,10,2004,Ships,122,S24_2011,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Thursday,October
10315,35,100,6,4215.0500000000002,2004-10-29,Shipped,4,10,2004,Ships,122,S24_2011,La Rochelle Gifts,40.67.8555,67 rue des Cinquante Otages,,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Friday,October
10326,41,100,4,4333.29,2004-11-09,Shipped,4,11,2004,Ships,122,S24_2011,Volvo Model Replicas Co,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Tuesday,November
10337,29,71.969999999999999,4,2087.1300000000001,2004-11-21,Shipped,4,11,2004,Ships,122,S24_2011,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,Sunday,November
10350,34,50.329999999999998,7,1711.22,2004-12-02,Shipped,4,12,2004,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Thursday,December
10372,37,100,8,3910.5300000000002,2005-01-26,Shipped,1,1,2005,Ships,122,S24_2011,Tokyo Collectables Ltd,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,Wednesday,January
10384,28,80.540000000000006,3,2255.1199999999999,2005-02-23,Shipped,1,2,2005,Ships,122,S24_2011,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Wednesday,February
10396,49,100,6,5720.75,2005-03-23,Shipped,1,3,2005,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Wednesday,March
10414,23,100,10,3335.23,2005-05-06,On Hold,2,5,2005,Ships,122,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,Friday,May
10101,46,53.759999999999998,2,2472.96,2003-01-09,Shipped,1,1,2003,Vintage Cars,44,S24_2022,Blauer See Auto Co.,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,Thursday,January
10110,39,44.350000000000001,2,1729.6500000000001,2003-03-18,Shipped,1,3,2003,Vintage Cars,44,S24_2022,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Tuesday,March
10124,22,45.25,1,995.5,2003-05-21,Shipped,2,5,2003,Vintage Cars,44,S24_2022,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,Wednesday,May
10149,49,49.280000000000001,6,2414.7199999999998,2003-09-12,Shipped,3,9,2003,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,Friday,September
10162,43,36.289999999999999,4,1560.47,2003-10-18,Shipped,4,10,2003,Vintage Cars,44,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Saturday,October
10173,27,41.219999999999999,8,1112.9400000000001,2003-11-05,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,Wednesday,November
10182,31,36.740000000000002,5,1138.9400000000001,2003-11-12,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Wednesday,November
10193,20,50.619999999999997,9,1012.4,2003-11-21,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Australian Collectables Ltd,61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,Friday,November
10205,24,38.079999999999998,4,913.91999999999996,2003-12-03,Shipped,4,12,2003,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Wednesday,December
10214,49,47.939999999999998,2,2349.0599999999999,2004-01-26,Shipped,1,1,2004,Vintage Cars,44,S24_2022,Corrida Auto Replicas Ltd,(91) 555 22 82,C/ Araquil 67,,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Monday,January
10227,24,48.380000000000003,5,1161.1199999999999,2004-03-02,Shipped,1,3,2004,Vintage Cars,44,S24_2022,Saveley & Henriot Co.,78.32.5555,2 rue du Commerce,,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Tuesday,March
10244,39,45.25,9,1764.75,2004-04-29,Shipped,2,4,2004,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Thursday,April
10255,37,45.700000000000003,2,1690.9000000000001,2004-06-04,Shipped,2,6,2004,Vintage Cars,44,S24_2022,Mini Caravy,88.60.1555,24 place Kluber,,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,Friday,June
10280,45,47.490000000000002,11,2137.0500000000002,2004-08-17,Shipped,3,8,2004,Vintage Cars,44,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,Tuesday,August
10289,45,48.380000000000003,4,2177.0999999999999,2004-09-03,Shipped,3,9,2004,Vintage Cars,44,S24_2022,Herkku Gifts,+47 2267 3215,Drammen 121 PR 744 Sentrum,,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,Friday,September
10304,44,39.420000000000002,15,1734.48,2004-10-11,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Auto Assoc. & Cie.,30.59.8555,67 avenue de l'Europe,,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,Monday,October
10312,23,37.630000000000003,12,865.49000000000001,2004-10-21,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Thursday,October
10322,30,100,4,3500.0999999999999,2004-11-04,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,Thursday,November
10332,26,85.519999999999996,10,2223.52,2004-11-17,Shipped,4,11,2004,Vintage Cars,44,S24_2022,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Wednesday,November
10345,43,53.759999999999998,1,2311.6799999999998,2004-11-25,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Atelier graphique,40.32.2555,54 rue Royale,,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,Thursday,November
10356,26,31.859999999999999,7,828.36000000000001,2004-12-09,Shipped,4,12,2004,Vintage Cars,44,S24_2022,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,Thursday,December
10367,28,30.59,12,856.51999999999998,2005-01-12,Resolved,1,1,2005,Vintage Cars,44,S24_2022,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,Wednesday,January
10380,27,68.349999999999994,5,1845.45,2005-02-16,Shipped,1,2,2005,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Wednesday,February
10391,24,100,1,4042.0799999999999,2005-03-09,Shipped,1,3,2005,Vintage Cars,44,S24_2022,Anna's Decorations Ltd,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,Wednesday,March
10421,40,45.700000000000003,2,1828,2005-05-29,In Process,2,5,2005,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Sunday,May
10103,36,100,1,3680.2800000000002,2003-01-29,Shipped,1,1,2003,Trucks and Buses,127,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Wednesday,January
10114,21,100,5,2925.0900000000001,2003-04-01,Shipped,2,4,2003,Trucks and Buses,127,S24_2300,La Corne D'abondance Co.,(1) 42.34.2555,265 boulevard Charonne,,Paris,,75012,France,EMEA,Bertrand,Marie,Small,Tuesday,April
10126,27,100,1,3415.77,2003-05-28,Shipped,2,5,2003,Trucks and Buses,127,S24_2300,Corrida Auto Replicas Ltd,(91) 555 22 82,C/ Araquil 67,,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Wednesday,May
10140,47,100,1,5105.1400000000003,2003-07-24,Shipped,3,7,2003,Trucks and Buses,127,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,Thursday,July
10151,42,100,8,5098.8000000000002,2003-09-21,Shipped,3,9,2003,Trucks and Buses,127,S24_2300,Oulu Toy Supplies Inc.,981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Sunday,September
10165,32,100,17,4661.7600000000002,2003-10-22,Shipped,4,10,2003,Trucks and Buses,127,S24_2300,Dragon Souveniers Ltd.,+65 221 7555,Bronz Sok. Bronz Apt. 3/6 Tesvikiye,,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Wednesday,October
10175,28,100,6,2969.96,2003-11-06,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,Stylish Desk Decors Co.,(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,Thursday,November
10184,24,100,11,3496.3200000000002,2003-11-14,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,Iberia Gift Imports Corp.,(95) 555 82 82,C/ Romero 33,,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,Friday,November
10194,49,100,1,5760.9300000000003,2003-11-25,Shipped,4,11,2003,Trucks and Buses,127,S24_2300,Saveley & Henriot Co.,78.32.5555,2 rue du Commerce,,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Tuesday,November
10207,46,100,12,6819.04,2003-12-09,Shipped,4,12,2003,Trucks and Buses,127,S24_2300,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,Tuesday,December
10217,28,100,1,3148.8800000000001,2004-02-04,Shipped,1,2,2004,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Wednesday,February
10229,48,100,6,5704.3199999999997,2004-03-11,Shipped,1,3,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Thursday,March
10246,29,100,10,3520.5999999999999,2004-05-05,Shipped,2,5,2004,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Wednesday,May
10259,47,100,9,5285.6199999999999,2004-06-15,Shipped,2,6,2004,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Tuesday,June
10271,43,100,10,5605.0500000000002,2004-07-20,Shipped,3,7,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Tuesday,July
10281,25,100,6,2779.5,2004-08-19,Shipped,3,8,2004,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,Thursday,August
10291,48,100,1,5398.0799999999999,2004-09-08,Shipped,3,9,2004,Trucks and Buses,127,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Wednesday,September
10305,24,100,10,3189.5999999999999,2004-10-13,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,Wednesday,October
10313,42,100,4,5581.8000000000002,2004-10-22,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,Friday,October
10324,31,100,2,3820.4400000000001,2004-11-05,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium,Friday,November
10334,42,100,5,5528.04,2004-11-19,On Hold,4,11,2004,Trucks and Buses,127,S24_2300,Volvo Model Replicas Co,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,Friday,November
10348,37,100,1,5981.4200000000001,2004-11-01,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,Corrida Auto Replicas Ltd,(91) 555 22 82,C/ Araquil 67,,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Monday,November
10358,41,100,7,5684.6499999999996,2004-12-10,Shipped,4,12,2004,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Friday,December
10371,20,100,5,3449.4000000000001,2005-01-23,Shipped,1,1,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Sunday,January
10382,20,100,3,2654.4000000000001,2005-02-17,Shipped,1,2,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Thursday,February
10412,70,100,10,8498,2005-05-03,Shipped,2,5,2005,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,Tuesday,May
10425,49,100,9,5510.54,2005-05-31,In Process,2,5,2005,Trucks and Buses,127,S24_2300,La Rochelle Gifts,40.67.8555,67 rue des Cinquante Otages,,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Tuesday,May
10108,35,58.869999999999997,15,2060.4499999999998,2003-03-03,Shipped,1,3,2003,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,Monday,March
10121,32,76.879999999999995,2,2460.1599999999999,2003-05-07,Shipped,2,5,2003,Motorcycles,69,S24_2360,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,Wednesday,May
10135,29,61.640000000000001,16,1787.5599999999999,2003-07-02,Shipped,3,7,2003,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Wednesday,July
10145,27,60.950000000000003,3,1645.6500000000001,2003-08-25,Shipped,3,8,2003,Motorcycles,69,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,Monday,August
10159,27,80.340000000000003,11,2169.1799999999998,2003-10-10,Shipped,4,10,2003,Motorcycles,69,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Friday,October
10169,38,74.109999999999999,11,2816.1799999999998,2003-11-04,Shipped,4,11,2003,Motorcycles,69,S24_2360,Anna's Decorations Ltd,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,Tuesday,November
10180,35,72.030000000000001,6,2521.0500000000002,2003-11-11,Shipped,4,11,2003,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,184 chausse de Tournai,,Lille,,59000,France,EMEA,Rance,Martine,Small,Tuesday,November
10190,42,76.189999999999998,3,3199.98,2003-11-19,Shipped,4,11,2003,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Wednesday,November
10211,21,63.719999999999999,11,1338.1199999999999,2004-01-15,Shipped,1,1,2004,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,25 rue Lauriston,,Paris,,75016,France,EMEA,Perrier,Dominique,Small,Thursday,January
10224,37,80.340000000000003,4,2972.5799999999999,2004-02-21,Shipped,1,2,2004,Motorcycles,69,S24_2360,Daedalus Designs Imports,20.16.1555,184 chausse de Tournai,,Lille,,59000,France,EMEA,Rance,Martine,Small,Saturday,February
10237,26,79.650000000000006,4,2070.9000000000001,2004-04-05,Shipped,2,4,2004,Motorcycles,69,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small,Monday,April
10252,47,65.799999999999997,8,3092.5999999999999,2004-05-26,Shipped,2,5,2004,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47.55.6555,25 rue Lauriston,,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,Wednesday,May
10264,37,65.099999999999994,6,2408.6999999999998,2004-06-30,Shipped,2,6,2004,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,Wednesday,June
10276,46,75.489999999999995,12,3472.54,2004-08-02,Shipped,3,8,2004,Motorcycles,69,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,Monday,August
10285,38,59.560000000000002,3,2263.2800000000002,2004-08-27,Shipped,3,8,2004,Motorcycles,69,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,Friday,August
10299,33,66.489999999999995,6,2194.1700000000001,2004-09-30,Shipped,3,9,2004,Motorcycles,69,S24_2360,Toys of Finland Co.,90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,Thursday,September
10309,24,56.100000000000001,2,1346.4000000000001,2004-10-15,Shipped,4,10,2004,Motorcycles,69,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Friday,October
10319,31,81.730000000000004,7,2533.6300000000001,2004-11-03,Shipped,4,11,2004,Motorcycles,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Small,Wednesday,November
10330,42,81.030000000000001,1,3403.2600000000002,2004-11-16,Shipped,4,11,2004,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,Tuesday,November
10341,32,100,6,3307.1999999999998,2004-11-24,Shipped,4,11,2004,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,Wednesday,November
10355,41,70.650000000000006,3,2896.6500000000001,2004-12-07,Shipped,4,12,2004,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Tuesday,December
10363,43,61.229999999999997,14,2632.8899999999999,2005-01-06,Shipped,1,1,2005,Motorcycles,69,S24_2360,Suominen Souveniers,+358 9 8045 555,Software Engineering Center SEC Oy,,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,Thursday,January
10375,20,100,14,2046,2005-02-03,Shipped,1,2,2005,Motorcycles,69,S24_2360,La Rochelle Gifts,40.67.8555,67 rue des Cinquante Otages,,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Thursday,February
10390,35,65.129999999999995,4,2279.5500000000002,2005-03-04,Shipped,1,3,2005,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Friday,March
10403,27,79.650000000000006,4,2150.5500000000002,2005-04-08,Shipped,2,4,2005,Motorcycles,69,S24_2360,UK Collectables Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,Friday,April
10110,43,78.150000000000006,11,3360.4499999999998,2003-03-18,Shipped,1,3,2003,Classic Cars,90,S24_2766,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Tuesday,March
10124,32,72.700000000000003,10,2326.4000000000001,2003-05-21,Shipped,2,5,2003,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,Wednesday,May
10148,21,73.599999999999994,4,1545.5999999999999,2003-09-11,Shipped,3,9,2003,Classic Cars,90,S24_2766,Anna's Decorations Ltd,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,Thursday,September
10161,20,100,3,2144.5999999999999,2003-10-17,Shipped,4,10,2003,Classic Cars,90,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,Friday,October
10172,22,74.510000000000005,1,1639.22,2003-11-05,Shipped,4,11,2003,Classic Cars,90,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,Wednesday,November
10182,36,73.599999999999994,14,2649.5999999999999,2003-11-12,Shipped,4,11,2003,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Wednesday,November
10192,46,83.599999999999994,2,3845.5999999999999,2003-11-20,Shipped,4,11,2003,Classic Cars,90,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,Thursday,November
10204,47,96.319999999999993,8,4527.04,2003-12-02,Shipped,4,12,2003,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Tuesday,December
10212,45,88.140000000000001,1,3966.3000000000002,2004-01-16,Shipped,1,1,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Friday,January
10227,47,88.140000000000001,14,4142.5799999999999,2004-03-02,Shipped,1,3,2004,Classic Cars,90,S24_2766,Saveley & Henriot Co.,78.32.5555,2 rue du Commerce,,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Tuesday,March
10241,47,94.5,6,4441.5,2004-04-13,Shipped,2,4,2004,Classic Cars,90,S24_2766,Mini Caravy,88.60.1555,24 place Kluber,,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium,Tuesday,April
10267,38,87.239999999999995,3,3315.1199999999999,2004-07-07,Shipped,3,7,2004,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Wednesday,July
10279,49,79.969999999999999,3,3918.5300000000002,2004-08-09,Shipped,3,8,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Monday,August
10288,35,80.870000000000005,9,2830.4499999999998,2004-09-01,Shipped,3,9,2004,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,Wednesday,September
10302,49,100,5,5298.8599999999997,2003-10-06,Shipped,4,10,2003,Classic Cars,90,S24_2766,UK Collectables Ltd.,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,Monday,October
10311,28,93.599999999999994,4,2620.8000000000002,2004-10-16,Shipped,4,10,2004,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Saturday,October
10321,30,72.700000000000003,1,2181,2004-11-04,Shipped,4,11,2004,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,Thursday,November
10332,39,86.719999999999999,7,3382.0799999999999,2004-11-17,Shipped,4,11,2004,Classic Cars,90,S24_2766,AV Stores Co.,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,Wednesday,November
10346,25,100,1,2876.75,2004-11-29,Shipped,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,Monday,November
10368,40,100,2,4107.1999999999998,2005-01-19,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Wednesday,January
10380,36,37.5,6,1350,2005-02-16,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,C/ Moralzarzal 86,,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Wednesday,February
10407,76,94.5,6,7182,2005-04-22,On Hold,2,4,2005,Classic Cars,90,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,Friday,April
10420,39,100,9,3933.9299999999998,2005-05-29,In Process,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,Monitor Money Building 815 Pacific Hwy,Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,Sunday,May
